date_block_num,sales_region_code,item_code,first_cate_code,second_cate_code,item_cnt_month_valid,item_cnt_month_pred
39,101,20002,303,406,56.00000000000002,25.28122290018244
39,101,20003,301,405,85.0,24.491866796774964
39,101,20006,307,403,119.00000000000001,11.415981645444786
39,101,20016,303,401,193.00000000000003,470.8810401893766
39,101,20018,306,407,534.9999999999999,543.0048776081767
39,101,20020,305,412,3.999999999999999,2.223711437682245
39,101,20024,306,402,266.99999999999994,132.4574007145054
39,101,20039,305,412,523.0,22.57055309971546
39,101,20041,302,408,945.9999999999999,1407.4049588650767
39,101,20046,303,401,78.99999999999997,5.017644281428387
39,101,20049,302,408,2.0000000000000004,19.188043448446944
39,101,20066,302,408,5.0,1.1166172463922872
39,101,20076,303,401,14.000000000000002,7.653105960303307
39,101,20086,303,401,22.000000000000004,6.574954539034359
39,101,20091,308,404,102.99999999999997,42.84179848641984
39,101,20093,306,407,314.0000000000001,707.3394114412143
39,101,20107,306,407,123.00000000000006,41.74767944602057
39,101,20109,302,408,114.00000000000004,2.09722399290436
39,101,20111,306,407,1298.0000000000011,876.6164434613877
39,101,20113,308,404,4376.0,1164.360524062644
39,101,20118,305,412,54.000000000000014,70.9467480544713
39,101,20119,305,412,218.00000000000003,128.30114289999887
39,101,20127,307,403,3.0,1.4177412025528744
39,101,20131,306,407,102.00000000000001,296.27147143609113
39,101,20134,305,412,96.00000000000001,37.56898100783325
39,101,20135,303,401,3.999999999999999,8.279020802520911
39,101,20139,306,407,59.00000000000001,24.344921027066505
39,101,20140,305,412,8.000000000000002,5.120184817457504
39,101,20146,306,402,5411.999999999999,498.8036372798573
39,101,20151,305,412,75.00000000000003,105.29031670155203
39,101,20152,305,412,390.9999999999998,863.5182225474282
39,101,20162,302,408,14.000000000000002,126.1675491396653
39,101,20172,306,407,26.00000000000001,16.52278591251239
39,101,20173,303,401,23.999999999999993,31.015752413365917
39,101,20176,307,403,156.0,4.389860830082517
39,101,20178,307,403,104.99999999999997,39.6359332879293
39,101,20182,303,401,173.00000000000006,646.4457115937599
39,101,20189,305,412,3.0,1.2357976274074511
39,101,20193,302,408,135.00000000000006,4.736010498760629
39,101,20195,302,408,234.00000000000009,345.704775041848
39,101,20206,305,412,36.99999999999999,47.12728934651756
39,101,20213,305,412,30.000000000000014,13.239856355308115
39,101,20215,302,408,175.0,359.47164975383555
