date_block_num,sales_region_code,item_code,first_cate_code,second_cate_code,item_cnt_month_valid,item_cnt_month_pred
38,101,20002,303,406,36.00000000000001,20.37248339244372
38,101,20006,307,403,25.000000000000007,46.36091966603582
38,101,20016,303,401,1057.0000000000002,373.27937143607994
38,101,20018,306,407,2339.999999999999,915.0478659914604
38,101,20024,306,402,137.00000000000009,291.2957684722604
38,101,20041,302,408,1910.999999999999,1335.1314959973727
38,101,20049,302,408,53.00000000000002,29.734797426545228
38,101,20056,302,408,3.0,34.70824889826298
38,101,20058,303,401,34.0,0.36360034093129046
38,101,20066,302,408,5.0,0.6366534924381186
38,101,20067,306,407,11.000000000000004,4.852077051191252
38,101,20076,303,401,7.0,32.11619880224416
38,101,20086,303,401,22.000000000000004,5.231691784493811
38,101,20089,307,403,60.000000000000014,59.30790313274159
38,101,20091,308,404,52.000000000000014,20.82112070766147
38,101,20093,306,407,2043.0,939.7698041974843
38,101,20103,303,401,17.999999999999996,1.0420574513163006
38,101,20104,303,401,6.0,1.43630304752263
38,101,20107,306,407,82.00000000000004,31.779248721452362
38,101,20111,306,407,4144.000000000004,622.5827370690656
38,101,20113,308,404,6111.999999999999,776.4770958442393
38,101,20118,305,412,116.00000000000001,50.18722758211171
38,101,20119,305,412,94.0,467.8408181129811
38,101,20121,306,407,56.00000000000002,13.947586834394144
38,101,20130,306,407,50.000000000000014,4.169345986664557
38,101,20131,306,407,446.9999999999999,463.31011266261055
38,101,20134,305,412,28.000000000000014,81.97474643721513
38,101,20135,303,401,40.0,31.877987834366465
38,101,20139,306,407,5.0,164.16787128346542
38,101,20140,305,412,12.999999999999996,8.093611154615223
38,101,20145,306,407,43.0,18.050754330030866
38,101,20146,306,402,3089.999999999999,2.5041151930545023
38,101,20151,305,412,61.00000000000003,127.57861627599902
38,101,20152,305,412,1351.000000000001,1692.7660541987077
38,101,20155,303,401,5.0,1.0732895394606037
38,101,20156,305,412,151.00000000000006,99.4658467996764
38,101,20157,303,401,8.000000000000002,1.1060336032078295
38,101,20162,302,408,238.00000000000017,90.66845558038527
